Y_precipitation_t1,Y_T2MMEAN_t1,Y_RelHumSurf_t1,Y_CloudFrc_t1,Y_Psurf_f_tavg_t1,Y_precipitation_t2,Y_T2MMEAN_t2,Y_RelHumSurf_t2,Y_CloudFrc_t2,Y_Psurf_f_tavg_t2,Y_precipitation_t3,Y_T2MMEAN_t3,Y_RelHumSurf_t3,Y_CloudFrc_t3,Y_Psurf_f_tavg_t3,Y_precipitation_t4,Y_T2MMEAN_t4,Y_RelHumSurf_t4,Y_CloudFrc_t4,Y_Psurf_f_tavg_t4,Y_precipitation_t5,Y_T2MMEAN_t5,Y_RelHumSurf_t5,Y_CloudFrc_t5,Y_Psurf_f_tavg_t5,Y_precipitation_t6,Y_T2MMEAN_t6,Y_RelHumSurf_t6,Y_CloudFrc_t6,Y_Psurf_f_tavg_t6,Y_precipitation_t7,Y_T2MMEAN_t7,Y_RelHumSurf_t7,Y_CloudFrc_t7,Y_Psurf_f_tavg_t7,Y_precipitation_t8,Y_T2MMEAN_t8,Y_RelHumSurf_t8,Y_CloudFrc_t8,Y_Psurf_f_tavg_t8,Y_precipitation_t9,Y_T2MMEAN_t9,Y_RelHumSurf_t9,Y_CloudFrc_t9,Y_Psurf_f_tavg_t9,Y_precipitation_t10,Y_T2MMEAN_t10,Y_RelHumSurf_t10,Y_CloudFrc_t10,Y_Psurf_f_tavg_t10,date
0.2251803,287.6744,31.631176,0.28259575,94208.37,0.1719094,288.76065,43.181133,0.2269721,94303.03,0.47412813,290.8618,37.27391,0.29394424,94067.45,1.0545099,290.63727,30.716562,0.43745896,93889.69,0.6887123,292.05768,30.682364,0.27018836,93724.67,2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,2003-05-19
0.1719094,288.76065,43.181133,0.2269721,94303.03,0.47412813,290.8618,37.27391,0.29394424,94067.45,1.0545099,290.63727,30.716562,0.43745896,93889.69,0.6887123,292.05768,30.682364,0.27018836,93724.67,2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,2003-05-20
0.47412813,290.8618,37.27391,0.29394424,94067.45,1.0545099,290.63727,30.716562,0.43745896,93889.69,0.6887123,292.05768,30.682364,0.27018836,93724.67,2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2003-05-21
1.0545099,290.63727,30.716562,0.43745896,93889.69,0.6887123,292.05768,30.682364,0.27018836,93724.67,2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,2003-05-22
0.6887123,292.05768,30.682364,0.27018836,93724.67,2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,2003-05-23
2.3838997,291.02594,41.31789,0.48573133,93797.734,3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,2003-05-24
3.1296828,291.66788,39.02911,0.34481803,93984.45,1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,2003-05-25
1.8857355,291.08768,40.48778,0.44426766,93813.04,1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,2003-05-26
1.0541631,291.87088,43.628273,0.49035886,93826.93,0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,2003-05-27
0.21775034,293.3064,39.15164,0.28676188,93884.48,0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,2003-05-28
0.30638587,293.7297,38.250275,0.2525974,93899.086,0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,2003-05-29
0.17026816,294.3435,34.903103,0.17500667,93734.766,2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,2003-05-30
2.0238926,294.80618,35.93739,0.19499964,93359.96,7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,2003-05-31
7.0715547,291.7063,43.59487,0.4908546,93331.234,0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,2003-06-01
0.9226944,288.68155,49.130722,0.567991,93782.75,0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,2003-06-02
0.14737165,290.33096,34.15294,0.122375816,93721.51,1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,2003-06-03
1.6169245,293.10983,26.084864,0.5824567,93250.695,3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,2003-06-04
3.6608374,290.67935,40.471107,0.7944393,93210.86,0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,2003-06-05
0.7867827,291.08423,42.555496,0.58432066,93363.47,6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,2003-06-06
6.7571588,290.74475,49.821285,0.6572472,93497.47,0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,2003-06-07
0.4213849,290.01114,40.68352,0.22158162,93882.945,0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,2003-06-08
0.9629694,294.70157,28.857965,0.1586474,93435.52,1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,2003-06-09
1.2382048,294.1068,43.83214,0.65516883,93610.305,0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,2003-06-10
0.72566766,297.00262,37.900257,0.3035449,93532.05,5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,2003-06-11
5.697358,296.3826,44.47296,0.4563557,93593.65,1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,2003-06-12
1.396198,294.46045,46.71951,0.6768452,93811.984,0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,2003-06-13
0.25592452,297.16843,43.77541,0.23070143,93411.85,3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,2003-06-14
3.7519696,297.3069,37.387886,0.40631592,93224.414,4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,2003-06-15
4.0583777,287.55063,52.186092,0.8539524,93946.42,0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,2003-06-16
0.18428461,290.7578,40.652718,0.1630168,94022.43,0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,2003-06-17
0.18083555,293.84467,32.472187,0.21495956,93718.84,0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,2003-06-18
0.036659032,295.92972,34.295563,0.07342213,93328.766,3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,2003-06-19
3.4538283,295.9473,29.007507,0.26375923,93141.56,3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,2003-06-20
3.5937014,289.62842,46.721165,0.7991928,93874.85,0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2003-06-21
0.06472502,291.46854,36.237564,0.40585014,93869.62,0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,2003-06-22
0.030030904,294.9557,33.181778,0.05562379,93473.33,0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,2003-06-23
0.74009365,297.0527,31.794035,0.2932344,93448.29,0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,2003-06-24
0.06294429,298.00006,33.47585,0.08518591,93435.08,0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2003-06-25
0.17980394,298.97162,28.175215,0.09130904,93394.97,0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,2003-06-26
0.8546918,299.47205,31.027628,0.14001165,93150.82,1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2003-06-27
1.6537848,299.39334,29.206688,0.24219562,92963.13,1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,2003-06-28
1.101734,297.0838,34.413387,0.58366156,93127.91,1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,2003-06-29
1.5894458,297.66153,32.124424,0.21983668,93049.28,2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,2003-06-30
2.527457,293.13696,37.560734,0.6499337,93499.555,0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,0.46980974,296.65268,33.188282,0.25364015,93146.42,2003-07-01
0.011662083,294.75967,34.54435,0.07871841,93631.586,0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,0.46980974,296.65268,33.188282,0.25364015,93146.42,0.81525046,298.36716,29.061874,0.46713296,93453.64,2003-07-02
0.012778222,295.1146,26.991278,0.04720782,93479.125,0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,0.46980974,296.65268,33.188282,0.25364015,93146.42,0.81525046,298.36716,29.061874,0.46713296,93453.64,0.17746103,299.73212,28.66423,0.12361946,93386.49,2003-07-03
0.13397762,296.04428,26.800758,0.084024176,93238.984,2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,0.46980974,296.65268,33.188282,0.25364015,93146.42,0.81525046,298.36716,29.061874,0.46713296,93453.64,0.17746103,299.73212,28.66423,0.12361946,93386.49,5.227196,300.27734,29.3247,0.3777832,93022.836,2003-07-04
2.1300478,295.3737,35.696434,0.71120137,93184.266,0.21342577,295.7395,33.176388,0.41800836,92975.695,2.2900825,296.77826,31.810764,0.40243113,92827.46,6.014465,293.94717,42.044083,0.7351632,92907.87,1.9467367,294.0241,44.32311,0.5113602,92902.98,0.46980974,296.65268,33.188282,0.25364015,93146.42,0.81525046,298.36716,29.061874,0.46713296,93453.64,0.17746103,299.73212,28.66423,0.12361946,93386.49,5.227196,300.27734,29.3247,0.3777832,93022.836,6.362716,296.9653,36.635197,0.5295932,93247.625,2003-07-05
